nombre,sigma_-0.0495,sigma_-0.0485,sigma_-0.0475,sigma_-0.0465,sigma_-0.0455,sigma_-0.0445,sigma_-0.0435,sigma_-0.0425,sigma_-0.0415,sigma_-0.0405,sigma_-0.0395,sigma_-0.0385,sigma_-0.0375,sigma_-0.0365,sigma_-0.0355,sigma_-0.0345,sigma_-0.0335,sigma_-0.0325,sigma_-0.0315,sigma_-0.0305,sigma_-0.0295,sigma_-0.0285,sigma_-0.0275,sigma_-0.0265,sigma_-0.0255,sigma_-0.0245,sigma_-0.0235,sigma_-0.0225,sigma_-0.0215,sigma_-0.0205,sigma_-0.0195,sigma_-0.0185,sigma_-0.0175,sigma_-0.0165,sigma_-0.0155,sigma_-0.0145,sigma_-0.0135,sigma_-0.0125,sigma_-0.0115,sigma_-0.0105,sigma_-0.0095,sigma_-0.0085,sigma_-0.0075,sigma_-0.0065,sigma_-0.0055,sigma_-0.0045,sigma_-0.0035,sigma_-0.0025,sigma_-0.0015,sigma_-0.0005,sigma_0.0005,sigma_0.0015,sigma_0.0025,sigma_0.0035,sigma_0.0045,sigma_0.0055,sigma_0.0065,sigma_0.0075,sigma_0.0085,sigma_0.0095,sigma_0.0105,sigma_0.0115,sigma_0.0125,sigma_0.0135,sigma_0.0145,sigma_0.0155,sigma_0.0165,sigma_0.0175,sigma_0.0185,sigma_0.0195,sigma_0.0205,sigma_0.0215,sigma_0.0225,sigma_0.0235,sigma_0.0245,sigma_0.0255,sigma_0.0265,sigma_0.0275,sigma_0.0285,sigma_0.0295,sigma_0.0305,sigma_0.0315,sigma_0.0325,sigma_0.0335,sigma_0.0345,sigma_0.0355,sigma_0.0365,sigma_0.0375,sigma_0.0385,sigma_0.0395,sigma_0.0405,sigma_0.0415,sigma_0.0425,sigma_0.0435,sigma_0.0445,sigma_0.0455,sigma_0.0465,sigma_0.0475,sigma_0.0485,sigma_0.0495
Ethyl_acrylate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004362,0.0,0.0,0.007231,0.0,0.0,0.0,0.0,0.0,0.0,0.005309,0.0,0.0,0.0,0.0,0.005224,0.0,0.006264,0.0,0.0,0.0,0.0,0.0,0.00751,0.006967
Ethylenediamine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007847,0.0,0.0,0.0,0.00505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008299,0.0,0.0,0.0,0.0,0.0,0.0
Folic_acid,0.001052,0.0,0.001955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001521,7.3e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001723,0.0,0.0,0.001257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001058,0.001918,0.000709,0.004176,0.0,0.0,0.0,0.000549,0.0,0.0,0.001802,0.0,0.000561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004138,0.0,0.0,0.0,0.0
Gemcitabine,0.0,0.0,0.003395,0.0,0.0,0.0,0.0,0.0,0.0,0.002555,0.0,0.0,0.0,0.0,0.001738,0.0,0.0,0.0,0.001533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002952,0.003573,0.0,0.001538,0.001435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00382,0.0,0.0,0.0,0.0,0.001857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00373,0.0,0.0,0.003355,0.0,0.0,0.0,0.0,0.007218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003591,0.0,0.0,0.0,0.0
Glucosamine-6-sulfate,0.005761,0.004498,0.003889,0.0,0.002786,0.0,0.0,0.00288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002531,0.0,0.00303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004592,0.0,0.0,0.0,0.0,0.0,0.0,0.005858,0.0,0.007882,0.0,0.002688,0.002894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004207,0.0,0.0,0.0,0.0,0.002583,0.0,0.0,0.0,0.004724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001663,0.0,0.0,0.0,0.003818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Glucosamine,0.002596,0.0,0.0,0.0,0.0,0.003548,0.0,0.001287,0.0,0.0,0.0,0.001648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002467,0.0,0.0,0.0,0.0,0.0,0.002142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003199,0.0,0.0,0.0,0.003017,0.0,0.0,0.0,0.0,0.0,0.0,0.005436,0.0,0.0,0.0,0.0,0.0,0.0,0.005237,0.004163,0.0,0.0,0.0,0.0,0.0,0.0,0.003551,0.0,0.0,0.0
Glucuronic_acid,0.0,0.004522,0.005763,0.0,0.0,0.0,0.0,0.0,0.0,0.004887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004882,0.0,0.0,0.0,0.0,0.0,0.0,0.004308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005082,0.0,0.0,0.0
Glutaric_acid,0.003975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004366,0.0,0.0,0.0,0.005642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003121,0.0,0.0,0.0,0.005664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004846,0.0,0.0,0.0,0.003955,0.0,0.0,0.0,0.0,0.0,0.004407,0.005456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Glycolic_acid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00729,0.0,0.0,0.0,0.0,0.0,0.0,0.008307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Glycolide,0.008085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012341,0.0,0.0,0.0,0.0,0.0,0.006695,0.0,0.0,0.005776,0.007542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ibuprofen,0.002897,0.0,0.0,0.0,0.0,0.003239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003354,0.0,0.0,0.0,0.0,0.003509,0.002121,0.0,0.0,0.0,0.0,0.0,0.0033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004024,0.0,0.0,0.0,0.0,0.0,0.0,0.000612,0.003643,0.0,0.0,0.0,0.0,0.0,0.003422,0.0,0.0,0.003469,0.0,0.0,0.0,0.00343,0.0,0.0,0.004065,0.0,0.0,0.0,0.0,0.00365,0.0,0.0,0.0,0.003341,0.0,0.0,0.0,0.0,0.0,0.002586,0.0,0.0,0.0,0.0,0.0,0.0,0.003023,0.0,0.0,0.002779,0.0,0.0,0.0,0.0,0.0
L-Lactic_acid,0.0,0.00731,0.0,0.008967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00444,0.0,0.0,0.0,0.0,0.0,0.005863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009161,0.0,0.0,0.0,0.0,0.0,0.0
L-Lactide,0.0,0.0,0.005682,0.0,0.0,0.005916,0.0,0.0,0.0,0.0,0.005616,0.0,0.003564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004115,0.0,0.0,0.0,0.0,0.0,0.0,0.006114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005975,0.0,0.0,0.0,0.0,0.0,0.0,0.004936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lactic_acid_dimer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003983,0.0,0.0,0.0,0.006275,0.0,0.0,0.0,0.0,0.004817,0.0,0.0,0.003966,0.0,0.0,0.0,0.0,0.0,0.0,0.004948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00368,0.0
Lactic_acid_trimer,0.003273,0.003155,0.002815,0.0,0.0,0.0,0.00053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002818,0.0,0.002942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003531,0.0,0.0,0.0,0.0,0.0,0.0,0.002164,0.009222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002911,0.0,0.0,0.0,0.003369,0.0,0.003247,0.0,0.0,0.0,0.0,0.0
Methotrexate,0.0,0.0,0.0,0.0,0.001433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001029,0.0,0.0,0.0,0.0,0.001196,0.0,0.0,0.000965,0.0,0.001317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001034,0.0,0.0,0.0,0.0,0.001885,0.0,0.001468,0.0,0.0,0.0,0.001024,0.0,0.0,0.0,0.001008,0.0,0.0,0.0,0.001342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001387,0.001959,0.0,0.0,0.001916,0.0,0.0,0.0,0.001333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002225,0.0,0.0,0.001639,0.0,0.0,0.001502,0.0,0.0,0.0,0.0,0.0
Methyl_3-aminopropionate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012334,0.0,0.0,0.0,0.0,0.0,0.005264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005736,0.006628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005325,0.005847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005445,0.002942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001665,0.0,0.0
Methyl_acrylate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0052,0.0,0.0,0.0,0.0,0.0,0.006506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007252,0.0,0.0,0.0,0.006464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004004,0.006617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Methyl_methacrylate,0.0,0.0,0.005801,0.0,0.003953,0.0,0.0,0.0,0.002749,0.0,0.0,0.0,0.007127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005413,0.0,0.0,0.00549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006446,0.005908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Methylamine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009119,0.0,0.0,0.0,0.0,0.012474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005687,0.010761,0.0,0.0,0.013137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
N-Acetylglucosamine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003362,0.0,0.0,0.003187,0.0,0.0,0.0,0.0,0.0,0.003002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001904,0.0,0.0,0.0,0.003377,0.0,0.002957,0.003638,0.0,0.0,0.0,0.0
N-Acetylneuraminic_acid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001594,0.0,0.002335,0.0,0.0,0.0,0.0,0.0,0.0,0.000815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Paclitaxel,0.000269,0.0,0.0,0.0,0.001153,0.0,0.0,0.000932,0.0,0.000961,0.001038,0.0,0.001449,0.000852,0.001129,0.0,0.0,0.0,0.0,0.0,0.0,0.001345,0.001075,0.0,0.001122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002043,0.0,0.001134,0.0,0.0,0.0,0.001177,0.001464,0.0,0.0,0.001409,0.0,0.0,0.0,0.0,0.000996,0.001396,0.001002,0.0,0.0,0.001098,0.001308,0.0,0.0,0.0,0.002418,0.0,0.000984,0.0,0.0,0.0,0.000961,0.000935,0.001883,0.0,0.001236,0.000959,0.0,0.000552,0.000389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001145,0.0,0.0,0.001698,0.0,0.0,0.0,0.0,0.0,0.001159,0.0,0.0,0.002794,0.0,0.0,0.0,0.0,0.003244,0.0,0.0,0.0
Pentaethylenehexamine,0.0,0.003217,0.0,0.0,0.005626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002201,0.0,0.0,0.0,0.002019,0.0,0.00221,0.0,0.0,0.001307,0.003651,0.0,0.0,0.0,0.0,0.003743,0.002695,0.002824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002408,0.0,0.0,0.003507,0.0,0.0,0.0,0.002402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004785,0.0,0.0,0.0,0.0,0.0,0.00318,0.0,0.002148,0.0,0.001124,0.0
Sirolimus,0.001121,0.001826,0.0,0.0,0.0,0.0,0.0,0.00093,0.00093,0.0,0.0,0.0,0.0,0.001117,0.000797,0.0,0.0,0.0,0.0,0.0,0.0,0.00216,0.0,0.0,0.0,0.0012,0.0,0.0,0.0,0.0,0.001679,0.0,0.0,0.0,0.001842,0.001741,0.00104,0.0,0.0,0.001081,0.0,0.000966,0.0,0.0,0.000849,0.0,0.002144,0.0,0.00082,0.0,0.0,0.000693,0.002067,0.0,0.000784,0.001178,0.0,0.0,0.0,0.0,0.000586,0.0,0.001121,0.001067,0.0,0.000746,0.000784,0.0,0.000566,0.0,0.000911,0.000898,0.002023,0.0,0.001787,0.0,0.0,0.0,0.0,0.0,0.0,0.001164,0.000611,0.0,0.0,0.0,0.0,0.00105,0.0,0.0,0.0,0.000969,0.0,0.0,0.000818,0.0,0.0,0.0,0.000603,0.000467
Succinic_acid,0.0,0.0,0.0,0.0,0.006468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006761,0.0,0.0,0.0,0.0,0.0,0.0,0.004204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007889,0.0,0.0,0.0,0.0,0.0,0.009203,0.004979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tetraethylenepentamine,0.001632,0.0,0.0,0.0,0.0,0.003779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003093,0.0,0.0,0.0,0.004281,0.0,0.0,0.0,0.0,0.0,0.0,0.003992,0.0,0.003463,0.002762,0.001555,0.0,0.001659,0.0,0.0,0.0,0.0,0.003957,0.003416,0.0,0.0,0.0,0.0,0.0,0.0,0.002997,0.0,0.0,0.0,0.001412,0.0,0.003659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002683,0.003532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Triethylene_glycol,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004047,0.003989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004035,0.0,0.0,0.0,0.0,0.0,0.004409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003753,0.003183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004409,0.0,0.0,0.0,0.0,0.0,0.004166,0.0,0.0,0.0,0.0
Triethylenetetramine,0.0,0.0,0.00341,0.0,0.002872,0.003169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003933,0.0,0.0,0.002156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002969,0.0,0.0,0.003245,0.0,0.0,0.0,0.000914,0.0,0.0,0.0,0.0,0.0,0.0,0.007154,0.0,0.003781,0.0,0.003871,0.0,0.003675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003374,0.003038,0.00359,0.001884,0.0,0.0,0.003874,0.0
Tris(2-aminoethyl)amine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00282,0.0,0.0,0.002874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003209,0.0,0.003078,0.0,0.0,0.001669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003869,0.0,0.003953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002813
epsilon-Caprolactone,0.003127,0.0,0.0,0.0,0.0,0.002545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003375,0.0,0.0,0.0,0.0,0.00647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003905,0.0,0.0,0.0,0.0,0.005471,0.0,0.0,0.0,0.005953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
